name,class,age_group,climbing,tire_swing,swings_preschool_seats,swings_belt_seats,slides,see_saw,sand_box,hopscotch,playhouse,spring_toy,other,fencing,accessible,open,modified_date,created_date,parkname,parkaddress
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,no,no,no,no,yes,unknown,2016-Feb-18 9:35:35 AM,,Richelieu Park,"300 des Pères-Blancs Avenue, Vanier"
play structure,play structure,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,2020-Dec-21 4:05:29 PM,2020-Dec-21 3:38:33 PM,Goldfinch Park,280 Joshua Street
play structure,play structure,junior,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2020-Dec-21 4:05:32 PM,2020-Dec-21 3:38:20 PM,Goldfinch Park,280 Joshua Street
play structure,tire swing,junior,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 10:42:44 AM,,Cecil Morrison Park,"1332 Avenue N, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 10:44:44 AM,,Cecil Morrison Park,"1332 Avenue N, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 11:09:40 AM,,Cedarcroft Park,"1200 Cedarcroft Crescent, Gloucester"
play structure,play structure,all,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,unknown,2021-Nov-25 10:46:18 AM,,Cecil Morrison Park,"1332 Avenue N, Ottawa"
play structure,swing,toddler,no,no,yes,no,no,yes,no,no,no,yes,no,no,no,unknown,2021-Nov-25 11:06:13 AM,,Cedarcroft Park,"1200 Cedarcroft Crescent, Gloucester"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 1:34:26 PM,,Celebration Park,"200 Central Park Drive, Ottawa"
play area,sandbox,junior,unknown,no,no,no,no,no,yes,no,no,no,no,no,no,unknown,2021-Nov-25 10:53:43 AM,,Brewer Park,"100 Brewer Way, Ottawa"
play area,sandbox,junior,no,no,no,no,no,no,yes,no,no,no,yes,no,no,unknown,2021-Nov-25 10:54:58 AM,,Cedar Mills Park,"1620 Cedar Mills Road, Gloucester"
play area,sandbox,toddler,no,no,no,no,no,no,yes,no,no,no,yes,no,no,unknown,2021-Nov-25 10:55:05 AM,,Cedar Mills Park,"1620 Cedar Mills Road, Gloucester"
Children's Garden,play structure,,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 3:47:03 PM,9/23/2015 3:30:58 PM,Lansdowne Park,"450 Queen Elizabeth Driveway, Ottawa"
play structure,play structure,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-17 12:59:29 PM,2021-Sep-17 12:46:28 PM,Watershield Park,"125 Watershield Ridge, Nepean"
play area,play area,All,yes,no,no,no,no,no,no,no,no,no,yes,no,yes,unknown,2020-Oct-20 2:58:42 PM,2020-Oct-20 2:53:50 PM,Black Raven Community Park,675 Dundonald Drive
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,unknown,yes,yes,unknown,2020-Oct-26 9:37:43 AM,2020-Oct-23 3:25:36 PM,Patrick Dugas Park,550 Compass Street
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Sep-17 12:46:15 PM,2021-Sep-17 12:42:48 PM,Watershield Park,"125 Watershield Ridge, Nepean"
play area,play area,,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:18:45 PM,2016-Feb-17 4:18:00 PM,Paget Park,"801 Springland Drive, Ottawa"
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2021-Sep-17 3:39:02 PM,2021-Sep-17 2:39:37 PM,Trend Park,"36 Canfield Road, Nepean"
play area,play area,junior,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,unknown,2016-Feb-17 4:15:25 PM,,Overbrook Park,"33 Quill Street, Ottawa"
play structure,play structure,senior,yes,no,no,no,yes,no,yes,no,no,no,no,no,yes,unknown,2020-Oct-22 8:48:43 AM,2020-Oct-22 8:31:32 AM,Henri-Rocque Park,229 Hepatica Way
play area,mixed,junior,yes,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Sep-17 2:15:24 PM,2021-Sep-17 2:06:08 PM,Lamprey Park,"165 Lamprey Street, Nepean"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:35:02 PM,2016-Feb-17 4:27:17 PM,Proudmore Romina Park,"205 Romina Street, Goulbourn"
play structure,play structure,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:35:17 PM,2016-Feb-17 4:27:25 PM,Proudmore Romina Park,"205 Romina Street, Goulbourn"
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:40:11 PM,2016-Feb-08 3:30:10 PM,Richcraft Recreation Complex - Kanata,"4101 Innovation Drive, Kanata"
play structure,swing,all,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,no,unknown,2021-Sep-20 9:52:52 AM,2021-Sep-20 8:52:19 AM,Trend-Arlington Park,"50 Bellman Drive, Nepean"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:40:31 PM,2016-Feb-08 3:30:12 PM,Richcraft Recreation Complex - Kanata,"4101 Innovation Drive, Kanata"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown,2016-Feb-17 4:36:09 PM,,Queenswood Ridge Park,"346 Kennedy Lane East, Cumberland"
play structure,play structure,all,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,yes,unknown,2020-Dec-18 11:21:56 AM,2020-Dec-11 10:29:34 AM,Putney Woodland Park,631 Putney Crescent
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:39:48 PM,2016-Feb-17 4:39:23 PM,Raven Park,"1500 Larose Avenue, Ottawa"
play structure,play structure,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:46:12 PM,2016-Feb-17 4:45:34 PM,Riverside Memorial Park,"1063 North River Road, Ottawa"
play area,play area,,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:57:34 PM,2016-Feb-17 4:56:50 PM,Russell Boyd Park,"1735 St. Bernard Street, Gloucester"
play area,play area,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2016-Feb-17 4:59:20 PM,2016-Feb-17 4:58:52 PM,Uplands Park,"3165 Uplands Drive, Ottawa"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown,2016-Feb-17 4:59:51 PM,,Uplands Park,"3165 Uplands Drive, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,yes,unknown,2016-Feb-17 5:02:16 PM,,Weston Park,"955 Pleasant Park Road, Ottawa"
play area,play structure,senior,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,unknown,2021-Oct-18 2:45:05 PM,,Applewood Park,"134 Begonia Avenue, Ottawa"
play area,mixed,junior,yes,no,no,yes,yes,no,yes,no,no,yes,yes,no,no,unknown,2021-Oct-18 1:39:23 PM,,Appaloosa Park,"37 Appaloosa Drive, Kanata"
play area,mixed,junior,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,unknown,2021-Oct-18 12:10:36 PM,,Apollo Crater Park,"600 Apollo Way, Cumberland"
play area,mixed,junior,no,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,unknown,2021-Oct-18 2:45:32 PM,,Applewood Park,"134 Begonia Avenue, Ottawa"
play area,play structure,all,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,yes,unknown,no,unknown,2021-Oct-18 3:37:17 PM,,Aquaview Park,"318 Aquaview Drive, Cumberland"
play area,mixed,all,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,unknown,2021-Oct-18 2:28:00 PM,,Appleton Park,"1437 Appleton Drive, Gloucester"
play structure,swing,senior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 1:04:11 PM,,Celebration Park,"200 Central Park Drive, Ottawa"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 11:16:00 AM,,Cedardale Park,"29 Mary Drive, Gloucester"
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2020-Oct-23 2:34:35 PM,2016-Feb-17 4:21:33 PM,Panda Park,105 Southam Way
play structure,play structure,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2020-Oct-23 2:35:06 PM,2020-Oct-23 2:02:14 PM,Panda Park,105 Southam Way
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Nov-25 11:19:08 AM,,Cedardale Park,"29 Mary Drive, Gloucester"
play area,play structure,toddler,no,no,no,no,yes,no,no,no,yes,yes,yes,no,no,unknown,2021-Nov-25 1:33:14 PM,,Celebration Park,"200 Central Park Drive, Ottawa"
play structure,swing,senior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 11:37:11 AM,,Forest Glen Park,"6091 Forestglen Crescent, Gloucester"
play area,play structure,all,no,no,no,no,yes,yes,no,yes,no,yes,no,no,no,unknown,2021-Nov-25 1:24:20 PM,,Celebration Park,"200 Central Park Drive, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 11:19:31 AM,,Forest Creek Park,"21 Amy Street, Goulbourn"
play structure,play structure,junior,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,unknown,unknown,yes,unknown,yes,unknown,2020-Oct-27 9:18:19 AM,2020-Oct-27 9:12:21 AM,Tulip Tree Park,520 Tulip Tree Way
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Mar-21 11:10:26 AM,,Forbes Park,"669 Paul Avenue, Ottawa"
play area,mixed,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 3:09:59 PM,,Four Seasons Park,"4386 Spratt Road, Gloucester"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 1:12:13 PM,,Forestglade Park,"62 Forestglade Crescent, Ottawa"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 11:11:20 AM,,Forbes Park,"669 Paul Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 3:29:48 PM,,Frank J. Licari Park,"1990 Cochrane Street / 1274 Vancouver Avenue, Ottawa"
play structure,play structure,all,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2020-Oct-27 10:25:25 AM,2020-Oct-27 10:19:35 AM,William Bradley Park,22 Porter Street
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,yes,no,no,no,unknown,2022-Mar-21 3:28:19 PM,,Frank J. Licari Park,"1990 Cochrane Street / 1274 Vancouver Avenue, Ottawa"
play structure,play house,toddler,no,no,no,no,no,no,yes,no,yes,no,no,no,no,unknown,2022-Mar-21 11:10:00 AM,,Forbes Park,"669 Paul Avenue, Ottawa"
play structure,play structure,all,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Mar-21 11:46:46 AM,,Forestbrook Park,"201 Forestbrook Street, Kanata"
play structure,mixed,senior,yes,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,no,unknown,2022-Mar-21 1:36:59 PM,4/14/2015 4:10:13 PM,Fosterbrook Park,"428 Fosterbrook Way, Nepean"
play structure,play structure,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,no,unknown,2022-Mar-21 1:39:24 PM,4/14/2015 4:10:15 PM,Fosterbrook Park,"428 Fosterbrook Way, Nepean"
play structure,swing,junior,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Mar-21 1:43:30 PM,4/14/2015 4:10:22 PM,Fosterbrook Park,"428 Fosterbrook Way, Nepean"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,no,unknown,2022-Mar-24 11:32:04 AM,,Furness Park,"99 Furness Way, Nepean"
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-24 3:49:20 PM,,Gardenway Park,"2001 Gardenway Drive, Cumberland"
play structure,swing,toddler,no,no,yes,unknown,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-21 3:27:32 PM,,Frank J. Licari Park,"1990 Cochrane Street / 1274 Vancouver Avenue, Ottawa"
play structure,play house,toddler,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,unknown,2022-Mar-21 3:29:12 PM,,Frank J. Licari Park,"1990 Cochrane Street / 1274 Vancouver Avenue, Ottawa"
play structure,play structure,toddler,no,no,yes,no,no,no,no,no,no,yes,no,no,no,unknown,2022-Mar-21 3:10:18 PM,,Four Seasons Park,"4386 Spratt Road, Gloucester"
play structure,play structure,senior,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,yes,unknown,no,unknown,2022-Mar-21 10:29:24 AM,5/25/2015 12:02:43 PM,Foot Guards Park,"226 Leamington Way, Nepean"
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Mar-21 10:20:30 AM,5/25/2015 12:04:22 PM,Foot Guards Park,"226 Leamington Way, Nepean"
play structure,saucer swing,all,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,yes,unknown,yes,unknown,2022-Mar-24 9:50:23 AM,2016-Feb-17 2:55:46 PM,Fraser Fields Parkette,"309 Harthill Way, Nepean"
play area,mixed,junior,no,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,unknown,2022-Mar-24 11:18:37 AM,,Fringewood Park and Community Centre,"14 Fringewood Drive, Goulbourn"
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Mar-24 10:42:26 AM,2022-Mar-24 10:40:48 AM,Freshwater Parkette,"3025 Freshwater Way, Nepean"
play structure,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Mar-24 10:41:57 AM,2022-Mar-24 10:39:11 AM,Freshwater Parkette,"3025 Freshwater Way, Nepean"
play structure,swing,junior,no,no,unknown,yes,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-24 11:14:38 AM,,Fringewood Park and Community Centre,"14 Fringewood Drive, Goulbourn"
play structure,tire swing,junior,no,yes,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Jun-01 1:32:36 PM,,Kaladar Park,"2554 Kaladar Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Jun-01 9:31:35 AM,,Joshua Bradley Park,"64 Centrepark Drive, Gloucester"
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-Jun-01 10:50:53 AM,,Juanita Snelgrove Park,"374 Kinghorn Crescent, Kanata"
play structure,play structure,toddler,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,no,unknown,2022-Jun-01 10:50:56 AM,,Juanita Snelgrove Park,"374 Kinghorn Crescent, Kanata"
play area,play structure,junior,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,no,unknown,2022-Jun-01 10:51:01 AM,,Juanita Snelgrove Park,"374 Kinghorn Crescent, Kanata"
play area,mixed,junior,yes,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Jun-01 11:42:17 AM,,Judy Laughton Park,"241 Goldridge Drive, Kanata"
play area,play structure,junior,no,no,yes,no,yes,no,no,no,no,yes,unknown,no,no,unknown,2022-Jun-01 9:34:58 AM,,Joshua Bradley Park,"64 Centrepark Drive, Gloucester"
play structure,swing,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 3:46:45 PM,,Davis Park,"304 Davis Avenue, Kanata"
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 9:45:16 AM,,Cyrville Park,"1420 Meadowbrook Road, Gloucester"
play structure,play structure,toddler,yes,no,no,no,yes,unknown,no,no,yes,unknown,no,yes,no,unknown,2021-Dec-09 2:56:34 PM,,Dalhousie South Park,"343 Bell Street South, Ottawa"
play structure,saucer swing,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,2021-Dec-09 2:56:44 PM,2021-Dec-09 2:44:44 PM,Dalhousie South Park,"343 Bell Street South, Ottawa"
play structure,play structure,senior,yes,no,no,unknown,yes,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 2:10:39 PM,,Dale Park,"1590 Alta Vista Drive, Ottawa"
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2021-Dec-09 3:35:29 PM,,Davidson Park,"5 Ryerson Avenue, Nepean"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 4:14:22 PM,,Deer Run Park,"272 West Ridge Drive, Goulbourn"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2021-Dec-09 2:17:42 PM,,Dale Park,"1590 Alta Vista Drive, Ottawa"
play structure,mixed,all,yes,unknown,yes,yes,yes,unknown,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,2021-Dec-09 5:20:45 PM,2020-Aug-06 2:10:45 PM,Devonian Park,171 Escarpment Crescent
play structure,play structure,junior,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,unknown,2021-Dec-09 3:36:29 PM,,Davidson Park,"5 Ryerson Avenue, Nepean"
play area,mixed,senior,yes,no,no,no,yes,no,no,no,no,no,yes,no,yes,unknown,2021-Dec-09 5:08:27 PM,,Des Pionniers Park,"1880 Carrigan Drive, Cumberland"
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,no,yes,yes,no,no,unknown,2021-Dec-09 2:19:05 PM,,Dale Park,"1590 Alta Vista Drive, Ottawa"
play area,play area,toddler,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2020-Jul-10 3:23:34 PM,,Sharel Park,"1900 Florida Avenue, Ottawa"
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,2021-Oct-05 1:48:01 PM,2021-Oct-05 1:46:30 PM,Aladdin Park,3939 Albion Road
play structure,swing,junior,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-May-03 11:35:23 AM,,Joe Rowan Park,"2665 Glenwood Drive, Osgoode"
play structure,play structure,senior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-May-03 11:33:06 AM,,Joe Rowan Park,"2665 Glenwood Drive, Osgoode"
play area,sandbox,junior,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,unknown,no,unknown,2022-May-03 3:05:03 PM,2017-Mar-10 4:02:30 PM,Joseph Vézina Park,205 Serra Ridge
play area,mixed,junior,unknown,no,no,no,yes,no,no,no,yes,yes,unknown,no,no,unknown,2022-May-03 1:22:43 PM,,John Murphy Park,"120 Rodney Crescent, Ottawa"
play area,mixed,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-May-03 3:08:41 PM,2017-Mar-10 4:02:28 PM,Joseph Vézina Park,205 Serra Ridge
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,unknown,2022-May-03 1:24:40 PM,,John Murphy Park,"120 Rodney Crescent, Ottawa"
play structure,swing,all,no,no,yes,yes,no,no,no,no,no,no,no,no,no,unknown,2022-May-03 12:28:07 PM,,John Kemp Park,"2417 Cleroux Crescent, Gloucester"
play structure,slide,junior,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,yes,unknown,unknown,unknown,unknown,2022-Jul-22 12:54:50 PM,2022-Jul-22 12:06:59 PM,Bert Dowler Park,100 Highgarden Terrace
play structure,swing,all,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,yes,unknown,2022-Jul-22 8:54:25 AM,2022-Jul-22 8:47:04 AM,Shuttleworth Park,235 Shuttleworth Drive
play area,play area,toddler,no,no,no,no,no,no,no,no,yes,no,yes,no,no,unknown,2022-Mar-31 1:23:11 PM,,Healey's Heath Park,"25 West Healey Avenue, Goulbourn"
play structure,zip line,senior,unknown,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2022-Mar-31 1:24:07 PM,,Healey's Heath Park,"25 West Healey Avenue, Goulbourn"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:18 PM,,Tanglewood Park,"30 Woodfield Drive, Nepean"
play structure,slide,junior,no,no,no,no,yes,no,no,no,no,no,no,no,no,unknown,2022-Mar-28 9:58:27 AM,,Glebe Memorial Park,"75 Glendale Avenue, Ottawa"
play area,play area,toddler,no,no,no,yes,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:18 PM,,Raven Park,"1500 Larose Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:18 PM,,Palsen Park,"7 Palsen Street, Nepean"
play area,play area,toddler,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,unknown,2018-Jan-18 2:55:24 PM,,Robert Park,"760 Vinette Crescent, Cumberland"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,yes,no,no,unknown,2022-Mar-28 9:59:19 AM,,Glebe Memorial Park,"75 Glendale Avenue, Ottawa"
play structure,play structure,junior,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:24 PM,,Quarry Park,"51 Twilight Crescent, Gloucester"
play structure,play structure,toddler,no,no,no,no,no,no,no,no,no,no,no,no,no,unknown,2018-Jan-18 2:55:28 PM,,McCann Park,"80 Norman Street, Ottawa"
play area,mixed,all,yes,no,yes,yes,yes,no,no,no,no,yes,no,yes,no,unknown,2021-Oct-22 3:11:41 PM,,Ben Franklin Park East,"180 Knoxdale Road, Nepean"
play area,play equipment,toddler,no,no,no,no,no,no,no,no,yes,yes,no,no,no,unknown,2021-Oct-22 2:07:51 PM,,Bellevue Manor Park,"1520 Caldwell Avenue, Ottawa"
play structure,swing,junior,no,no,yes,no,no,no,no,no,no,no,no,no,no,unknown,2021-Oct-22 12:05:03 PM,,Bel-Air Park,"2149 Berwick Avenue, Ottawa"
play structure,swing,all,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,unknown,2021-Oct-22 2:12:40 PM,,Bellevue Manor Park,"1520 Caldwell Avenue, Ottawa"
play structure,play structure,toddler,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,unknown,2021-Oct-22 11:30:08 AM,,Beechcliffe Park,"2 Beechcliffe Street, Nepean"
play area,mixed,junior,yes,unknown,yes,yes,yes,unknown,unknown,unknown,unknown,unknown,yes,unknown,yes,unknown,2021-Oct-26 11:20:39 AM,12/10/2015 9:45:14 AM,Blackstone Park,101 Tapadero Avenue
play structure,swing,junior,unknown,unknown,yes,yes,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,no,unknown,2021-Nov-30 8:33:22 AM,,Cobble Hill Park,"200 Cobble Hill Drive, Nepean"
